phone_names,ratings,reviews,price,offer,ram,rom,screen_size,expandable,rear_camera,front_camera,battery,processor
POCO X5 5G Wildcat Blue,"31,544","2,469","₹20,999","₹15,999",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,yes,48MP + 8MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor
REDMI Note 12 5G Frosted Green,"6,847",573,"₹19,999","₹15,499",4 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,yes,48MP + 8MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor
POCO M4 5G Power Black,"50,964","3,560","₹18,999","₹11,999",6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP , 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
LAVA Blaze Pro 5G Radiant Pearl,143,23,"₹14,999","₹13,099",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) ,,50MP Rear Camera,,5000 mAh Battery,
SAMSUNG GALAXY M13 Stardust Brown,"1,440",75,"₹17,999","₹12,815",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
itel P55 5G |50MP Dual Rear Camera|5000mAh Battery|Expandable Upto 1 TB Mint Green,258,15,"₹12,999","₹9,999",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,,50MP Rear Camera , 8MP Front Camera,5000 mAh Battery,MediaTek Dimensity 6080 Processor
SAMSUNG Galaxy Z Flip3 5G Cream,"6,924",464,"₹95,999","₹49,999",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) ,,12MP + 12MP , 10MP Front Camera,3300 mAh Lithium-ion Battery,Qualcomm Snapdragon 888 Octa-Core Processor
Nokia 150 Dual Sim Keypad Phone,73,5,"₹3,199","₹2,789",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera , 0MP Front Camera,1450 mAh Battery,6261D Processor
SAMSUNG Galaxy S23 Ultra 5G Phantom Black,"2,011",208,"₹1,49,999","₹1,24,999",12 GB RAM ,256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,,200MP + 10MP + 12MP + 10MP , 12MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor
SAMSUNG Galaxy F23 5G Aqua Blue,"2,18,735","16,418","₹23,999","₹16,999",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,50MP + 8MP + 2MP , 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor
OnePlus 11R 5G SOLAR RED,"8,672",675,,"₹44,999",16 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
MOTOROLA G32 Rose Gold,"94,135","7,936","₹18,999","₹10,999",8 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) ,,50MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
Micromax X809,"6,016",533,"₹1,999","₹1,270",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) Display,,1MP Rear Camera,,1000 mAh Battery,
vivo Y36 Vibrant Gold,727,43,"₹21,999","₹14,999",8 GB RAM ,128 GB ROM,16.87 cm (6.64 inch) ,,50MP + 2MP , 16MP Front Camera,5000 mAh Battery,Snapdragon 680 Processor
Tecno Pova 5 45W Ultra Fast Charging 6000mAh Big Battery 3D Textured Design 6.78 FHD Amber Gold,186,17,"₹14,999","₹12,239",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
itel it2163s 4.5cm,357,19,"₹1,429",₹949,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,,0.3MP Rear Camera,,1200 mAh Battery,
itel P55 5G |50MP Dual Rear Camera|5000mAh Battery|Expandable Upto 1 TB Galaxy Blue,258,15,"₹12,999","₹9,999",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,50MP Rear Camera,,5000 mAh Battery,MediaTek Dimensity 6080 Processor Processor
itel it2163s 4.5cm,357,19,"₹1,429",₹949,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,,0.3MP Rear Camera,,1200 mAh Battery,
Micromax X412,"18,479","1,507","₹1,499",₹920,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,,800 mAh Battery,,,
Micromax X412,"18,479","1,507","₹1,496",₹964,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,,800 mAh Battery,,,
Kechaoda A26_Pink,7,0,"₹1,499",₹975,32 MB RAM ,16 GB ROM,1.68 cm (0.66 inch) NA Display,yes,0MP , 0MP Front Camera,800 mAh Battery,NA Processor
Micromax X412,"18,479","1,507","₹1,499",₹920,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,,800 mAh Battery,,,
Micromax X412,"18,479","1,507","₹1,496",₹964,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,,800 mAh Battery,,,
Kechaoda A26_Pink,7,0,"₹1,499",₹975,32 MB RAM ,16 GB ROM,1.68 cm (0.66 inch) NA Display,yes,0MP , 0MP Front Camera,800 mAh Battery,NA Processor
SAMSUNG Galaxy M04 Light Green,"8,201",489,"₹13,499","₹8,490",4 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) HD+ Display,,13MP + 2MP,,5000 mAh Battery,MediaTek Helio P35 Processor
Infinix HOT 20 Play Luna Blue,"38,494","1,872","₹11,999","₹7,499",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,yes,13Mp + AI Lens , 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor
Infinix HOT 20 Play Fantasy Purple,"38,494","1,872","₹11,999","₹7,499",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,yes,13Mp + AI Lens , 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor
APPLE iPhone 15 Pink,"1,545",140,,"₹79,900",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
vivo Y16 Steller Black,"5,684",316,"₹15,999","₹10,270",4 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,yes,13MP + 2MP , 5MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
SAMSUNG Galaxy A14 5G Dark Red,"2,720",219,"₹22,999","₹19,999",8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,50MP + 2MP , 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
Google Pixel 7 Pro Snow,"4,521",651,"₹84,999","₹69,999",12 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,,50MP + 48MP + 12MP , 10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor
Nokia 105 Single SIM,"80,428","5,233","₹1,599","₹1,425",32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) QVGA Display,,0MP Front Camera,,800 mAh Lithium Ion Battery,SC6531E Processor
Tecno Pova 5 45W Ultra Fast Charging 6000mAh Big Battery 3D Textured Design 6.78 FHD Mecha Black,186,17,"₹14,999","₹12,239",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
Tecno Spark 10 Pro 50MP Dual Rear Camera Lunar Eclipse,59,4,"₹13,999","₹11,149",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) ,yes,50MP Rear Camera , 32MP Front Camera,5000 mAh Battery,Mediatek MT6769H Helio G88 Processor
vivo Y27 Burgundy Black,791,42,"₹18,999","₹13,999",6 GB RAM ,128 GB ROM,16.87 cm (6.64 inch) ,,50MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
vivo Y27 Garden Green,791,42,"₹18,999","₹13,999",6 GB RAM ,128 GB ROM,16.87 cm (6.64 inch) ,,50MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
Good One THAR,24,10,"₹1,999","₹1,299",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,yes,2MP Rear Camera,,2500 mAh Battery,
OnePlus Nord 3 5G Tempest Gray,"2,272",262,"₹33,999","₹33,400",8 GB RAM ,128 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
I Kall Z17 Pro Champagne,191,8,"₹10,499","₹7,304",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,yes,13MP Rear Camera , 8MP Front Camera,5000 mAh Battery,Octa Core Processor
Google Pixel 7 Pro Hazel,"4,521",651,"₹84,999","₹69,999",12 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,,50MP + 48MP + 12MP , 10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor
SAMSUNG Galaxy F34 5G Orchid Violet,"19,344","1,576","₹24,499","₹19,999",6 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) ,yes,50MP (OIS) + 8MP + 2MP , 13MP Front Camera,6000 mAh Battery,Exynos 1280 Processor
Snexian GURU 310,"24,593","1,933",₹999,₹699,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) NA Display,,1.3MP Rear Camera,,800 mAh Battery,
REDMI 9 Activ Coral Green,"6,565",404,"₹12,999","₹10,190",6 GB RAM ,128 GB ROM,16.59 cm (6.53 inch) HD+ Display,yes,13MP + 2MP , 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio G35 Processor
realme Narzo 60 5G Mars Orange,"1,722",136,"₹20,999","₹19,610",8 GB RAM ,256 GB ROM,16.33 cm (6.43 inch) Display,,64MP Rear Camera,,5000 mAh Battery,
OnePlus Nord CE 3 Lite 5G Chromatic Gray,"26,063","1,869","₹19,999","₹19,805",8 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) Display,,108MP Rear Camera,,5000 mAh Battery,
Kechaoda A27,"8,876",612,"₹2,350",₹940,32 MB RAM ,32 MB ROM,4.27 cm (1.68 inch) Display,,0MP Front Camera,,800 mAh Battery,
realme Narzo 60 5g Cosmic Black,"1,722",136,"₹20,999","₹19,076",8 GB RAM ,256 GB ROM,16.33 cm (6.43 inch) Display,,64MP Rear Camera,,5000 mAh Battery,
REDMI 11 Prime Playful Green,"16,733",890,"₹16,999","₹10,249",6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G99 Processor
SAMSUNG GALAXY M13 Stardust Brown,"4,606",269,"₹14,999","₹10,110",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
OPPO A17k Blue,"12,889",299,"₹12,999","₹8,999",3 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,yes,8MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Mediatek Helio P35 Processor
Snexian GURU 310,"24,593","1,933",₹999,₹699,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) NA Display,,1.3MP Rear Camera,,800 mAh Battery,
OnePlus 11 5G Marble Odyssey,"1,309",116,"₹64,999","₹56,434",16 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
POCO M4 Pro Cool Blue,"27,142","2,110","₹21,999","₹13,999",8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) ,yes,64MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor
SAMSUNG Galaxy M14 5G Berry Blue,"9,143",628,"₹18,990","₹14,380",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
realme Narzo 60x 5G,397,12,"₹14,999","₹14,500",4 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
Kechaoda K123,872,92,,"₹1,820",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) Display,,2MP Rear Camera,,6000 mAh Battery,
KARBONN K9,"8,480",690,"₹1,590","₹1,375",6.1 cm (2.4 inch) QVGA Display,,1800 mAh 1800 mAh Battery Battery,,1 Year Manufacturer Warranty,,,
itel MagicX 4G| 1200 mAh battery| Expanadable Storage upto 64GB,"1,052",98,"₹2,899","₹1,899",48 MB RAM ,128 MB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera,,1200 mAh Battery,
IQOO Z7S 5G Norway Blue,"1,586",97,"₹24,999","₹19,599",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Display,,64MP Rear Camera,,4500 mAh Battery,
SAMSUNG Galaxy A14 5G Black,"5,962",414,"₹20,999","₹17,999",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,50MP + 2MP , 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
KARBONN K9,"8,480",690,"₹1,390","₹1,289",6.6 cm (2.6 inch) QVGA Display,,2MP Rear Camera,,1800 mAh Battery,,,
IQOO Z7 Pro 5G Blue Lagoon,173,12,"₹31,999","₹27,900",8 GB RAM ,256 GB ROM,17.22 cm (6.78 inch) Display,,64MP Rear Camera,,4600 mAh Battery,
Infinix HOT 20 Play Racing Black,"38,494","1,872","₹11,999","₹7,499",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,yes,13Mp + AI Lens , 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor
Infinix HOT 20 Play Aurora Green,"38,494","1,872","₹11,999","₹7,499",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,yes,13Mp + AI Lens , 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor
POCO X5 5G Supernova Green,"31,544","2,469","₹20,999","₹15,999",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,yes,48MP + 8MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor
SAMSUNG Guru Music 2 SM-B315E,"11,350",772,"₹2,699","₹2,070",Expandable Upto 16 GB,,5.08 cm (2 inch) QVGA Display,,0MP Front Camera,,800 mAh Battery,0 0 0 208MHz Processor
Kechaoda A26_black,8,0,"₹1,499",₹975,32 MB RAM ,16 GB ROM,1.68 cm (0.66 inch) NA Display,yes,0MP , 0MP Front Camera,800 mAh Battery,NA Processor
APPLE iPhone 15 Plus Blue,746,94,,"₹89,900",128 GB ROM,,17.02 cm (6.7 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
SAMSUNG Galaxy A22 Mint,"1,172",67,"₹20,499","₹13,999",6 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) HD+ Display,yes,48MP Rear Camera , 13MP Front Camera,5000 mAh Battery,
LAVA A1 Josh BOL,337,24,"₹1,399","₹1,029",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,yes,1000 mAh Battery,,,
Micromax X818,"4,548",354,"₹2,199","₹1,590",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) Display,,0.3MP Rear Camera,,1450 mAh Battery,
OPPO A38 Glowing Black,238,14,"₹16,999","₹12,999",4 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD Display,yes,50MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G70 (MT6769) Processor
OPPO A38 Glowing Gold,238,14,"₹16,999","₹12,999",4 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD Display,yes,50MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G70 (MT6769) Processor
SAMSUNG Galaxy M14 5G ICY Silver,"2,323",161,"₹17,990","₹13,475",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
IQOO Z7s 5G Pacific Night,"1,586",97,"₹23,999","₹18,995",8 GB RAM ,128 GB ROM,16.21 cm (6.38 inch) Display,,64MP Rear Camera,,4500 mAh Battery,
OnePlus Nord 3 5G Tempest Gray,770,60,,"₹37,999",16 GB RAM ,256 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
SAMSUNG Galaxy A14 5G Light Green,"5,962",414,"₹20,999","₹17,999",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,50MP + 2MP , 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
Nokia 2660 DS 4G Flip,"2,272",150,"₹5,899","₹4,793",128 MB RAM ,48 MB ROM,7.11 cm (2.8 inch) Display,,0.3MP Rear Camera,,1450 mAh Battery,
GREENBERRI CRETA,41,7,"₹1,999","₹1,299",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,yes,2MP Rear Camera,,2500 mAh Battery,
vivo Y16 Steller Black,"5,684",316,"₹15,999","₹10,580",4 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) Display,,13MP Rear Camera,,5000 mAh Battery,
realme Narzo 60 5G Mars Orange,"1,722",136,"₹19,999","₹18,500",8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Display,,64MP Rear Camera,,5000 mAh Battery,
OnePlus Nord 3 5G Misty Green,770,60,"₹37,999","₹37,949",16 GB RAM ,256 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
realme Narzo N55 Prime Black,"2,304",131,"₹12,999","₹10,400",4 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) Display,,64MP Rear Camera,,5000 mAh Battery,
Tecno Spark 9 Sky Mirror,990,51,"₹11,499","₹7,900",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,13MP Rear Camera , 8MP Front Camera,5000 mAh Battery,MediaTek Helio G37 Processor
I Kall S2 Pro Flash Blue,605,36,"₹11,999","₹9,489",6 GB RAM ,128 GB ROM,17.27 cm (6.8 inch) HD+ Display,yes,21MP + 5MP + 2MP , 8MP Front Camera,6000 mAh Battery,Octa Core Processor
Honor 90 5G Midnight Black,44,6,"₹47,999","₹33,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,200MP Rear Camera,,5000 mAh Battery,
Nothing Phone 2) White,"7,192",929,"₹59,999","₹49,999",12 GB RAM ,512 GB ROM,17.02 cm (6.7 inch) ,,50 MP(OIS) +50MP , 32MP Front Camera,4700 mAh Lithium ion Battery,Qualcomm Snapdragon 8+ Gen 1 Processor
KARBONN K531,789,72,"₹1,790","₹1,317",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Quarter QVGA Display,yes,0.3MP Rear Camera,,1800 mAh Battery,
POCO X5 Pro 5G Yellow,"21,577","2,247","₹25,999","₹22,999",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,,108MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
APPLE iPhone 15 Plus Black,746,94,,"₹89,900",128 GB ROM,,17.02 cm (6.7 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
GREENBERRI CRETA,41,7,"₹1,999","₹1,299",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,yes,2MP Rear Camera,,2500 mAh Battery,
POCO X5 5G Supernova Green,"16,145","1,202","₹23,999","₹17,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,yes,48MP + 8MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor
vivo Y36 Meteor Black,727,43,"₹21,999","₹14,999",8 GB RAM ,128 GB ROM,16.87 cm (6.64 inch) ,,50MP + 2MP , 16MP Front Camera,5000 mAh Battery,Snapdragon 680 Processor
REDMI 12C Lavender Purple,"10,257",579,"₹14,999","₹8,299",4 GB RAM ,128 GB ROM,17.04 cm (6.71 inch) HD+ Display,yes,50MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
SAMSUNG Galaxy A23 Peach,633,39,"₹25,490","₹16,999",8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,50MP Rear Camera , 8MP Front Camera,5000 mAh Li-Ion Battery,Octa-core(EXYNOS) Processor
realme Narzo 60X 5G Nebula Purple,522,33,"₹15,999","₹15,600",6 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
OPPO F21s Pro Dawnlight Gold,"1,378",87,"₹27,999","₹18,990",8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) ,,64MP + 2MP + 2MP , 32MP Front Camera,4500 mAh Battery,Snapdragon 680 Processor
realme Narzo N55 Prime Black,"2,304",131,"₹12,999","₹10,400",4 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) Display,,64MP Rear Camera,,5000 mAh Battery,
itel U30 keypad Mobile|1200 mAh battery|Expandable Storage Upto 32GB,54,2,"₹1,249",₹948,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,,0.3MP Rear Camera,,1200 mAh Battery,
SAMSUNG Galaxy M14 5G Berry Blue,"9,143",628,"₹18,990","₹14,380",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
Tecno Pova 5 45W Ultra Fast Charging 6000mAh Big Battery 3D Textured Design 6.78 FHD Amber Gold,186,17,"₹14,999","₹12,239",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
REDMI Note 9 Shadow Black,"6,846",448,"₹18,635","₹13,790",6 GB RAM ,128 GB ROM,16.59 cm (6.53 inch) ,yes,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,5020 mAh Battery,MediaTek Helio G85 Processor
GFive L228,708,81,"₹1,999","₹1,099",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) Display,yes,0.3MP Rear Camera,,3000 mAh Battery,
Nokia 105 SS 2021,"85,995","6,364",,"₹1,249",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,,800 mAh Lithium Ion Battery,,,
SAMSUNG Galaxy A34 5G Awesome Silver,"4,405",373,"₹35,499","₹28,999",8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,48MP + 8MP + 5MP , 13MP Front Camera,5000 mAh Li-ion Battery Battery,"Dimensity 1080, Octa Core Processor"
KARBONN KX3 STAR,,,"₹1,340",₹999,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
vivo Y27 Burgundy Black,791,42,"₹18,999","₹13,999",6 GB RAM ,128 GB ROM,16.87 cm (6.64 inch) ,,50MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
vivo V27 5G Noble Black,"3,370",360,"₹40,999","₹36,899",12 GB RAM ,256 GB ROM,17.22 cm (6.78 Inch) ,,50MP (OIS) + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor
itel P55 5G |50MP Dual Rear Camera|5000mAh Battery|Expandable Upto 1 TB Mint Green,258,15,"₹12,999","₹9,999",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,,50MP Rear Camera , 8MP Front Camera,5000 mAh Battery,MediaTek Dimensity 6080 Processor
OPPO A18 Glowing Black,371,21,"₹14,999","₹9,999",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,,8MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
Micromax X512,"11,750","1,020","₹1,349","₹1,148",56 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Display,,0.3MP Rear Camera,,1750 mAh Battery,
OPPO A18 Glowing Blue,371,21,"₹15,999","₹11,499",4 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD+ Display,,8MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
itel A23s Sapphire Black,601,38,"₹5,999","₹4,799",2 GB RAM ,32 GB ROM,12.7 cm (5 inch) Display,,5MP Rear Camera,,3020 mAh Battery,
SAMSUNG Galaxy A54 5G Awesome Violet,"2,319",237,"₹41,999","₹36,999",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) ,yes,50MP + 12MP + 5MP , 32MP Front Camera,5000 mAh Battery,"Exynos 1380, Octa Core Processor"
OPPO A18 Glowing Black,371,21,"₹15,999","₹11,499",4 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD+ Display,,8MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
realme Narzo N53 Feather Black,"3,301",184,"₹10,999","₹9,199",4 GB RAM ,64 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
I Kall K37,"3,740",292,"₹1,149",₹844,32 MB RAM ,64 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
LAVA A3 VIBE,357,34,"₹1,599","₹1,299",32 MB ROM ,Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,,0.3MP Rear Camera , 0.3MP Front Camera,1750 mAh Battery,
Kechaoda 888,354,31,"₹2,084","₹1,799",64 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,,3000 mAh Battery,,,
APPLE iPhone 13 Starlight,"2,73,622","13,334",,"₹59,900",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
Micromax X379+,636,51,"₹1,899",₹964,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
LAVA A1,"20,705","1,923",,"₹1,159",4 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Display,yes,0.3MP Rear Camera,,800 mAh Battery,
POCO M4 5G Power Black,"50,964","3,560","₹18,999","₹11,999",6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP , 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
itel A60 VertMenthe,332,19,"₹7,199","₹5,999",2 GB RAM ,32 GB ROM,16.76 cm (6.6 inch) HD Display,,8MP Rear Camera,,5000 mAh Battery,Unisoc Processor
OPPO A18 Glowing Blue,371,21,"₹14,999","₹9,999",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,,8MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
KARBONN KX 29,"1,043",87,"₹1,890","₹1,429",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,3000 mAh Battery,
Samsung Galaxy S21 FE 5G with Snapdragon 888 Navy,"1,14,384","11,057","₹74,999","₹49,999",8 GB RAM ,256 GB ROM,16.26 cm (6.4 inch) ,,12MP + 12MP + 8MP (OIS) , 32MP Front Camera,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor
SAMSUNG GT-E1215ZDAINS,"35,539","2,892","₹2,099","₹1,512",NA ROM,,3.81 cm (1.5 inch) NA Display,,800 mAh Battery,,,
KARBONN K531,789,72,"₹1,790","₹1,317",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Quarter QVGA Display,yes,0.3MP Rear Camera,,1800 mAh Battery,
Micromax X778,"3,643",332,"₹1,999","₹1,475",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera,,2700 mAh Battery,
